移動支援,,,,,,,,,,,
事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：身体,主たる対象者：知的,主たる対象者：精神,主たる対象者：障がい児,指定日
2760200150,ケアステーションかけはし,06-6468-0775,06-6468-0774,553-0007,大阪市福島区大開１－７－１４－１０３　,株式会社　ハッピーロード,○,○,○,○,2012/12/01
2760200531,ケアセンター　オパール,06-6466-3223,06-6147-6648,553-0007,大阪市福島区大開二丁目４番１７－５０２号　 ,株式会社オパール,○,○,○,○,2020/09/01
2762800155,訪問介護ステーションひなた,06-6460-7010,06-6460-7020,554-0002,大阪市此花区伝法１－１－１－１０６　,株式会社　日向,○,○,○,○,2009/05/01
2762800296,ライムケアセンター,06-6466-7157,06-6466-7180,554-0002,大阪市此花区伝法四丁目２番１１号　 ,株式会社ライムケアセンター,○,○,○,○,2018/01/01
2762800320,ファミリーハウス,06-6467-8228,06-6467-8229,554-0002,大阪市此花区伝法五丁目５番４号　 ,ｂＱｕｅｓｔ株式会社,○,○,○,○,2018/11/01
2762800627,めばえケア,06-7221-0712,06-7221-0712,554-0002,大阪市此花区伝法二丁目１１番２６号　 ,合同会社めばえ,,○,○,○,2026/06/01
2762800585,訪問介護事業所ガーデン天使ノア,06-7171-2874,06-7897-3387,554-0012,大阪市此花区西九条三丁目６番２号　クラウンスクエア２０２号室,社会福祉法人イエス団,○,○,○,○,2022/06/01
2762800262,ヘルパーぱすてる,06-6466-0130,06-6131-9955,554-0012,大阪市此花区西九条三丁目１２番１７号　みづほビル２０２号室,一般社団法人ＹＯＵ－ねっと,○,○,○,○,2017/05/01
2762800619,ひまわり,06-6466-0730,06-6466-0730,554-0013,大阪市此花区梅香一丁目１９番５号　 ,一般社団法人絆,○,○,○,○,2025/06/01
2762800056,ヘルパーステーションクオレ千鳥橋,06-6469-1035,06-6469-1033,554-0013,大阪市此花区梅香三丁目１３番５号　 ,株式会社　クオレ,○,○,○,○,2008/09/01
2762800106,ケア２１此花,06-6467-2125,06-6467-2126,554-0013,大阪市此花区梅香三丁目２３番１４号　ＭＫ梅花１階,株式会社　ケア２１,○,○,○,○,2008/09/01
2762800130,まごころケア此花,06-6466-0200,06-6466-0215,554-0013,大阪市此花区梅香３－３２－５　,株式会社　まごころケア,○,○,○,○,2009/03/01
2762800049,介護ステーション葵,06-6463-8882,06-6463-0394,554-0013,大阪市此花区梅香二丁目６番１号　,有限会社葵,○,○,○,○,2008/09/01
2762800213,ヘルパーセンター成徳この花,06-6466-3738,06-6147-5438,554-0013,大阪市此花区梅香三丁目１１番３号　 ,株式会社清蔵,○,○,○,○,2014/07/01
2762800254,株式会社アクティブケアライフ,06-6464-2288,06-6464-5589,554-0013,大阪市此花区梅香三丁目１１番４号１Ｆ　 ,株式会社アクティブケアライフ,○,○,○,○,2016/10/01
2762800312,晴れたよ、歩こう,06-6461-7223,06-6461-7223,554-0013,大阪市此花区梅香三丁目１９番１０号　ＰＡＲＫ梅花１０１,合同会社匡,○,○,○,○,2018/11/01
2762800569,介護ステーション恵,06-6464-3843,06-6464-3840,554-0013,大阪市此花区梅香三丁目３２番１号　スハラビル２階２０１号室,合同会社恵雅,○,○,○,○,2021/03/01
2762800205,ヘルパーステーションふるさと,06-6460-1552,06-6460-4411,554-0014,大阪市此花区四貫島二丁目１８番３号　千鳥橋第一ビル２０３号室,株式会社ふるさと,○,○,○,○,2013/05/01
2762800239,ヘルパーステーション　イーケア,06-6465-2144,06-6465-2144,554-0014,大阪市此花区四貫島二丁目２６－２　西川マンション３０４,株式会社　イーサービス,○,○,○,,2016/04/01
2762800288,こころ　此花,06-4804-2315,06-6676-8585,554-0014,大阪市此花区四貫島二丁目１２番４号　ヤスバハイツⅡ２０２号,合同会社心,○,○,○,○,2017/11/01
2762800551,ヘルパーステーションさくら,06-6465-1130,06-6462-7288,554-0021,大阪市此花区春日出北一丁目１番２５号　３階,公益財団法人　淀川勤労者厚生協会,○,○,○,○,2020/07/01
2762800163,ニチイケアセンター此花,06-6467-5077,06-6467-5078,554-0021,大阪市此花区春日出北一丁目２０番６号　セントハイネリア１階,株式会社ニチイ学館,○,○,○,○,2010/08/01
2762800098,有限会社ファミリーケアサービス,06-6466-3753,06-6466-0523,554-0021,大阪市此花区春日出北一丁目１３番６号　,有限会社　ファミリーケアーサービス,○,○,,○,2008/09/01
2762800593,株式会社ＫＯＳＭＯ　ホームヘルプサービス　此花事業所,06-6466-2720,06-6616-8525,554-0021,大阪市此花区春日出北一丁目１番７号　 ,株式会社ＫＯＳＭＯ,○,,,○,2024/04/01
2762800064,ささゆり,06-6463-0122,06-6463-0139,554-0022,大阪市此花区春日出中２－１２－９　,有限会社　介護サービスセンターささゆり,○,○,○,○,2008/09/01
2762800601,訪問介護真心,06-6485-8585,06-6485-8585,554-0023,大阪市此花区春日出南二丁目５番２３号　 ,合同会社真心,○,○,○,○,2025/04/01
2762800304,ｎｉｃｏ,06-6147-8997,06-6147-5773,554-0024,大阪市此花区島屋二丁目２番１号　 ,ＯＴＴＯ合同会社,○,○,○,○,2018/05/01
2762800577,メロディヘルプセンター,06-6460-0351,06-6460-0340,554-0051,大阪市此花区酉島一丁目９番１８号　 ,メロディ・ケアサービス株式会社,○,○,○,○,2021/06/01
2769400124,大阪ろうあ会館,06-6796-8306,06-6762-5879,540-0004,大阪市中央区玉造二丁目１６番８号　玉造井上ビル４階,公益社団法人　大阪聴力障害者協会,○,○,○,,2008/09/01
2769400686,みなっきー訪問介護,06-6761-3500,06-6761-3501,540-0004,大阪市中央区玉造一丁目１１番１３号　ロイヤル長坂１０１,株式会社キットラボ,○,○,○,○,2019/12/01
2769401189,ＴＯＭＭＹ,090-9896-5041, ,540-0004,大阪市中央区玉造一丁目１３番１０－２０８号　 ,株式会社ＡＸＩＳ,○,○,○,○,2026/01/01
2769400017,医療福祉生協おおさか　うえに生協診療所ヘルパーステーション,06-6718-4145,06-6718-4144,540-0004,大阪市中央区玉造一丁目８番１０号　にじ玉造ビル２階,医療福祉生活協同組合おおさか,○,○,,○,2008/09/01
2769400157,ミルキー,06-6761-7864,06-6761-7865,540-0005,大阪市中央区上町一丁目２８番６２号　,社会福祉法人　精神障害者社会復帰促進協会,○,○,○,○,2008/09/01
2769400132,大肢協ヘルプサービス,06-6940-4188,06-6943-4668,540-0006,大阪市中央区法円坂一丁目１番１８号　大阪市教育会館,社会福祉法人　大阪府肢体不自由者協会,○,○,○,○,2008/09/01
2769400645,ヘルパーステーション・アニマート谷町,06-4392-7068,06-4392-7069,540-0012,大阪市中央区谷町六丁目１３番３４号　 ,アニマート・ケアサービス株式会社,○,○,○,○,2018/07/01
2769400637,まっちゃ町ケアステーション,06-6764-7856,06-6764-7866,540-0012,大阪市中央区谷町七丁目６番１４号　 ,株式会社ハッピーライフ,○,○,○,○,2018/05/01
2769200508,訪問介護ＯＮＥＬＯＶＥ,06-6459-9558,06-6459-9559,540-0012,大阪市中央区谷町二丁目７番４号　谷町スリースリーズビル３階Ｄ号室,株式会社ＺＩＯＮ,○,○,○,○,2019/12/01
2769400983,合同会社アイケア,06-6940-0906,06-6940-0956,540-0012,大阪市中央区谷町一丁目５番７号　ストークビル天満橋５０２号,合同会社アイケア,○,○,○,○,2022/05/01
2769400173,ヘルプセンターそよ風,06-6762-8009,06-6762-8009,540-0013,大阪市中央区内久宝寺町２－７－３１　,社会福祉法人こはる福祉会,○,○,○,○,2008/09/01
2769401098,訪問介護事業アズワン谷町店,06-7860-3304,06-7163-3492,540-0013,大阪市中央区内久宝寺町三丁目３番１５号　ＥＳＢＬＤＧ３０２号,合同会社Ｌ．Ｊ,○,○,○,○,2024/07/01
2769401106,訪問介護事業所ニカニカ,06-4305-7815,06-4305-7816,540-0013,大阪市中央区内久宝寺町四丁目３番３号　プラチナム松屋町４０５号室,合同会社Ａｆｉｌｍ,○,○,○,○,2024/07/01
2769401023,あやめケア,06-4790-8225,06-4790-8227,540-0021,大阪市中央区大手通三丁目３番３号　日宝東本町ビル６階１号,株式会社ＷＡＲＭ　ＨＥＡＲＴ,○,○,○,,2022/10/01
2769400207,ケアセンター夕なぎ,06-6942-6345,06-6942-6346,540-0026,大阪市中央区内本町２－４－１６　オフィスポート内本町ビル５階,株式会社　ＨＭＤ,○,○,○,○,2009/08/01
2769400397,愛ランド大阪中央介護センター,06-6949-1708,06-6949-1709,540-0026,大阪市中央区内本町二丁目１番１９号　内本町松屋ビル１０　１２０８号,株式会社ウィルパワー,○,○,○,○,2014/07/01
2769400694,正道介護サービス,06-6335-9318,06-6335-9318,540-0026,大阪市中央区内本町一丁目３番９－５０１号　 ,正道産業株式会社,○,○,○,○,2020/03/01
2762202170,訪問介護ニカ,06-6756-7011,06-6756-7081,540-0029,大阪市中央区本町橋２番１６号　ＡＸＩＳ本町橋ＹＫビル３０２号,株式会社らふてる,○,○,○,○,2023/04/01
2769401171,こころ訪問介護,06-6949-9279,06-6949-9789,540-0029,大阪市中央区本町橋６番１９号　本町第二今岡ビル１００３号室,ワークヒア株式会社,○,○,○,,2025/05/01
2769400470,せせらぎ,06-6755-4894,06-6755-4895,540-0031,大阪市中央区北浜東４番２４－３２０１号　 ,合同会社ＳｅＳｅＲａＧｉ,○,○,○,○,2015/08/01
2769401148,訪問介護チング,050-1807-6905,050-3452-9406,540-0037,大阪市中央区内平野町一丁目２番９号　グランドメゾン大手前７０６号,合同会社Ｔ’ｓ,○,○,○,○,2025/01/01
2769400041,株式会社月桂舎,06-6942-4165,06-6942-6006,540-0038,大阪市中央区内淡路町一丁目２番９号　ナカタニビル４階４０１号,株式会社　月桂舎,○,○,○,○,2008/09/01
2769401163,ドリーム・ブレイン・フィナンシャル,070-5043-7279, ,540-0038,大阪市中央区内淡路町２丁目２番１１－５０３号　 ,ドリーム・ブレイン・フィナンシャル株式会社,○,○,○,○,2025/03/01
2769401197,さくら訪問介護ステーション,06-6227-1002,06-6227-1003,541-0043,大阪市中央区高麗橋四丁目５番８－２０１号　グローネット淀屋橋,合同会社イレブン,○,○,○,○,2026/01/01
2769400108,ケアたんぽぽ,06-6226-0661,06-6226-0675,541-0045,大阪市中央区道修町三丁目３番１０号　大阪屋道修町ビル３階１号室,有限会社　たんぽぽ,○,○,○,○,2008/09/01
2763301245,ケアたちばな,06-6226-0661,06-6226-0675,541-0046,大阪市中央区平野町三丁目１番７号６０１　 ,有限会社　たんぽぽ,○,○,,○,2012/08/01
2769400975,あかり介護,06-6210-5188,06-6232-9900,541-0047,大阪市中央区淡路町二丁目３番１２号　ＣＢＭビル２階,株式会社Ｓｙｕｎｂｉｓｏ,○,○,○,,2022/04/01
2769401072,みらいアシスト,06-6224-0135,06-6224-0135,541-0053,大阪市中央区本町一丁目５番７号　西村ビル５Ｆ,株式会社ミライエ,○,○,○,○,2024/02/01
2769401049,アルト移動支援,06-6264-1010,06-6264-1011,541-0054,大阪市中央区南本町二丁目１番１号　本町サザンビル７Ｆ,フォルテ合同会社,○,○,○,,2023/05/01
2769401213,訪問ステーションゆにぴす,0800-808-0467,06-6563-7700,541-0054,大阪市中央区南本町三丁目３番２５－６０４号　 ,ユニピスホールディングス株式会社,○,○,○,○,2026/01/01
2764301103,訪問介護ステーションＬｉｅｎ,06-6121-2417,06-6121-2418,541-0056,大阪市中央区久太郎町二丁目３番８号　ハイム船場６１０,合同会社シューペルブリアン,○,○,○,○,2024/08/01
2769400330,みつばちケアセンター,06-4708-6331,06-4708-6331,541-0058,大阪市中央区南久宝寺町４丁目４番１３号　大東ビル３０８号室,合同会社みつばち,○,○,○,○,2012/11/01
2769401015,ひめゆり,06-4256-1615,06-4256-1614,541-0058,大阪市中央区南久宝寺町四丁目４番１３－３０９号　 ,株式会社Ｓｉｒｉｕｓ,○,○,○,○,2022/09/01
2769400140,ケア２１中央,06-4304-7325,06-4304-7327,542-0012,大阪市中央区谷町六丁目１番１４号　谷町大治ビル３階Ａ室,株式会社　ケア２１,○,○,○,○,2008/09/01
2761700430,Ｓｉｅｇ　Ｈｏｍｅ　Ｖｉｓｉｔ　Ｃａｒｅ,06-6777-3890,06-6777-3893,542-0012,大阪市中央区谷町９－１－１８　アクセス谷町ビル３階,株式会社Ｓｉｅｇ,○,○,○,○,2018/04/01
2769400231,パルフェ,06-6764-0738,06-6764-0739,542-0061,大阪市中央区安堂寺町二丁目１番１０－９８０号　安堂寺第１７松屋ビル,株式会社　Ｐａｒｆａｉｔ,○,○,○,○,2010/05/01
2769400066,障害者支援ステーションアリスタッチ,06-6764-7267,06-6764-7287,542-0061,大阪市中央区安堂寺町一丁目３番１２号　大阪谷町ビル２０１号,合同会社　アリスタッチ,○,○,○,○,2008/09/01
2769401221,オレンジケア,06-6767-7455,06-6768-6401,542-0061,大阪市中央区安堂寺町二丁目６番１５－１３０２号　 ,株式会社ＯＲＡＮＧＥ　ＣＡＲＥ　,○,○,○,,2026/02/01
2769400074,ＮＰＯあったかい手,06-6767-8105,06-6767-8104,542-0061,大阪市中央区安堂寺町一丁目４番１２－２０１号　,特定非営利活動法人　あったかい手,○,○,○,○,2008/09/01
2769401247,ヘルパーステーション結,06-6777-1448,06-6777-1449,542-0062,大阪市中央区上本町西二丁目２番１５号　トーエー第３ビル５００８号室,ｃａｒｅ　ｎｅＸ合同会社,○,○,○,○,2026/05/01
2769401007,ありがとうスマイルケアセンター,06-6770-5806,06-6770-5796,542-0064,大阪市中央区上汐二丁目５番６号　多田マンション１０Ａ号室,株式会社はたらく,○,○,○,○,2022/06/01
2769401130,株式会社シリウス,06-6718-6520,06-6718-6521,542-0064,大阪市中央区上汐二丁目２番１７号　東山ビル３０１号,株式会社シリウス,○,○,○,○,2024/11/01
